Report_No,Reported_Date,Reported_Time,From_Date,From_Time,To_Date,To_Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Involvement,Race,Sex,Age,Fire Arm Used Flag,Location,Age_Range
KC24081717,10/30/2024,19:05,10/30/2024,19:05,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,412,5600  N AMES AVE,KANSAS CITY,64151,PP0674,NPD,true,ARR CHA SUS,W,M,52,true,POINT (-94.60393 39.19602),45-54
KC24081717,10/30/2024,19:05,10/30/2024,19:05,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,412,5600  N AMES AVE,KANSAS CITY,64151,PP0674,NPD,true,VIC,W,F,59,true,POINT (-94.60393 39.19602),55-64
KC24081717,10/30/2024,19:05,10/30/2024,19:05,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,412,5600  N AMES AVE,KANSAS CITY,64151,PP0674,NPD,true,VIC,W,M,21,true,POINT (-94.60393 39.19602),18-24
KC24081687,10/30/2024,19:17,10/24/2024,19:17,10/30/2024,15:15,Assault (Aggravated),13B,Simple Assault,134,4400  WORNALL RD,KANSAS CITY,64111,PJ3475,CPD,false,VIC,,,,true,POINT (-94.59015 39.04666),
KC24081687,10/30/2024,19:17,10/24/2024,19:17,10/30/2024,15:15,Assault (Aggravated),13B,Simple Assault,134,4400  WORNALL RD,KANSAS CITY,64111,PJ3475,CPD,false,VIC,B,F,24,true,POINT (-94.59015 39.04666),18-24
KC24081696,10/30/2024,16:45,10/30/2024,16:45,,,City Weapons Offense,520,Weapon Law Violations,223,5400  SOUTH BENTON AVE,KANSAS CITY,64130,PJ4374,MPD,false,VIC,B,F,53,true,POINT (-94.55162 39.02807),45-54
KC24081696,10/30/2024,16:45,10/30/2024,16:45,,,City Weapons Offense,520,Weapon Law Violations,223,5400  SOUTH BENTON AVE,KANSAS CITY,64130,PJ4374,MPD,false,VIC,B,F,55,true,POINT (-94.55162 39.02807),55-64
KC24081696,10/30/2024,16:45,10/30/2024,16:45,,,City Weapons Offense,520,Weapon Law Violations,223,5400  SOUTH BENTON AVE,KANSAS CITY,64130,PJ4374,MPD,false,SUS,B,M,,true,POINT (-94.55162 39.02807),
KC24081696,10/30/2024,16:45,10/30/2024,16:45,,,City Weapons Offense,520,Weapon Law Violations,223,5400  SOUTH BENTON AVE,KANSAS CITY,64130,PJ4374,MPD,false,VIC,B,F,34,true,POINT (-94.55162 39.02807),25-34
KC24081669,10/30/2024,15:22,10/30/2024,15:22,,,Assault (Aggravated),13A,Aggravated Assault,314,800  VAN BRUNT BLVD,KANSAS CITY,64124,PJ0906,EPD,false,ARR CHA SUS,B,M,35,true,POINT (-94.52588 39.10249),35-44
KC24081669,10/30/2024,15:22,10/30/2024,15:22,,,Assault (Aggravated),13A,Aggravated Assault,314,800  VAN BRUNT BLVD,KANSAS CITY,64124,PJ0906,EPD,false,VIC A01,W,M,62,true,POINT (-94.52588 39.10249),55-64
KC24081669,10/30/2024,15:22,10/30/2024,15:22,,,Assault (Aggravated),13A,Aggravated Assault,314,800  VAN BRUNT BLVD,KANSAS CITY,64124,PJ0906,EPD,false,VIC,W,M,28,true,POINT (-94.52588 39.10249),25-34
KC24081669,10/30/2024,15:22,10/30/2024,15:22,,,Assault (Aggravated),13A,Aggravated Assault,314,800  VAN BRUNT BLVD,KANSAS CITY,64124,PJ0906,EPD,false,VIC,W,M,33,true,POINT (-94.52588 39.10249),25-34
KC24081669,10/30/2024,15:22,10/30/2024,15:22,,,Assault (Aggravated),13A,Aggravated Assault,314,800  VAN BRUNT BLVD,KANSAS CITY,64124,PJ0906,EPD,false,VIC,W,M,27,true,POINT (-94.52588 39.10249),25-34
KC24081669,10/30/2024,15:22,10/30/2024,15:22,,,Assault (Aggravated),13A,Aggravated Assault,314,800  VAN BRUNT BLVD,KANSAS CITY,64124,PJ0906,EPD,false,VIC,W,M,37,true,POINT (-94.52588 39.10249),35-44
KC24081669,10/30/2024,15:22,10/30/2024,15:22,,,Assault (Aggravated),13A,Aggravated Assault,314,800  VAN BRUNT BLVD,KANSAS CITY,64124,PJ0906,EPD,false,ARR CHA SUS WIT,W,F,24,true,POINT (-94.52588 39.10249),18-24
KC24081669,10/30/2024,15:22,10/30/2024,15:22,,,Assault (Aggravated),13A,Aggravated Assault,314,800  VAN BRUNT BLVD,KANSAS CITY,64124,PJ0906,EPD,false,VIC,W,M,41,true,POINT (-94.52588 39.10249),35-44
KC24081669,10/30/2024,15:22,10/30/2024,15:22,,,Assault (Aggravated),13A,Aggravated Assault,314,800  VAN BRUNT BLVD,KANSAS CITY,64124,PJ0906,EPD,false,VIC,,,,true,POINT (-94.52588 39.10249),
KC24081617,10/30/2024,12:41,10/30/2024,12:41,,,Assault (Aggravated),13A,Aggravated Assault,222,1500  E 50TH ST,KANSAS CITY,64110,PJ4021,MPD,false,VIC,W,M,34,true,POINT (-94.56681 39.03603),25-34
KC24081617,10/30/2024,12:41,10/30/2024,12:41,,,Assault (Aggravated),13A,Aggravated Assault,222,1500  E 50TH ST,KANSAS CITY,64110,PJ4021,MPD,false,SUS,B,M,,true,POINT (-94.56681 39.03603),
KC24081617,10/30/2024,12:41,10/30/2024,12:41,,,Assault (Aggravated),13A,Aggravated Assault,222,1500  E 50TH ST,KANSAS CITY,64110,PJ4021,MPD,false,VIC,W,F,34,true,POINT (-94.56681 39.03603),25-34
KC24081617,10/30/2024,12:41,10/30/2024,12:41,,,Assault (Aggravated),13A,Aggravated Assault,222,1500  E 50TH ST,KANSAS CITY,64110,PJ4021,MPD,false,VIC,W,F,27,true,POINT (-94.56681 39.03603),25-34
KC24081597,10/30/2024,12:02,10/30/2024,12:02,,,Assault (Aggravated),13A,Aggravated Assault,113,600  E 18TH ST,KANSAS CITY,64108,PJ1480,CPD,false,VIC,B,F,35,true,POINT (-94.57645 39.09156),35-44
KC24081597,10/30/2024,12:02,10/30/2024,12:02,,,Assault (Aggravated),13A,Aggravated Assault,113,600  E 18TH ST,KANSAS CITY,64108,PJ1480,CPD,false,ARR CHA SUS,B,M,35,true,POINT (-94.57645 39.09156),35-44
KC24081597,10/30/2024,12:02,10/30/2024,12:02,,,Assault (Aggravated),13A,Aggravated Assault,113,600  E 18TH ST,KANSAS CITY,64108,PJ1480,CPD,false,VIC,B,M,,true,POINT (-94.57645 39.09156),
KC24081620,10/30/2024,10:12,10/28/2024,10:12,,,Robbery (Armed Street),120,Robbery,542,8700  BLUE RIDGE BLVD,KANSAS CITY,64138,PJ6327,SPD,false,SUS,B,M,,true,POINT (-94.50003 38.96616),
KC24081620,10/30/2024,10:12,10/28/2024,10:12,,,Robbery (Armed Street),120,Robbery,542,8700  BLUE RIDGE BLVD,KANSAS CITY,64138,PJ6327,SPD,false,VIC,B,M,77,true,POINT (-94.50003 38.96616),75+
KC24081526,10/30/2024,06:17,10/30/2024,06:17,,,Assault (Aggravated),13A,Aggravated Assault,141,3400  HOLMES ST,KANSAS CITY,64109,PJ2760,CPD,false,SUS,B,M,30,true,POINT (-94.57622 39.06524),25-34
KC24081526,10/30/2024,06:17,10/30/2024,06:17,,,Assault (Aggravated),13A,Aggravated Assault,141,3400  HOLMES ST,KANSAS CITY,64109,PJ2760,CPD,false,VIC,B,F,31,true,POINT (-94.57622 39.06524),25-34
KC24081488,10/29/2024,23:07,10/29/2024,23:07,,,Assault (Aggravated),13A,Aggravated Assault,543,11400  PALMER AVE,KANSAS CITY,64134,PJ7177,SPD,false,VIC,B,M,19,true,POINT (-94.50038 38.91725),18-24
KC24081488,10/29/2024,23:07,10/29/2024,23:07,,,Assault (Aggravated),13A,Aggravated Assault,543,11400  PALMER AVE,KANSAS CITY,64134,PJ7177,SPD,false,VIC,B,F,,true,POINT (-94.50038 38.91725),
KC24081488,10/29/2024,23:07,10/29/2024,23:07,,,Assault (Aggravated),13A,Aggravated Assault,543,11400  PALMER AVE,KANSAS CITY,64134,PJ7177,SPD,false,VIC,B,M,20,true,POINT (-94.50038 38.91725),18-24
KC24081488,10/29/2024,23:07,10/29/2024,23:07,,,Assault (Aggravated),13A,Aggravated Assault,543,11400  PALMER AVE,KANSAS CITY,64134,PJ7177,SPD,false,VIC,B,M,18,true,POINT (-94.50038 38.91725),18-24
KC24081488,10/29/2024,23:07,10/29/2024,23:07,,,Assault (Aggravated),13A,Aggravated Assault,543,11400  PALMER AVE,KANSAS CITY,64134,PJ7177,SPD,false,VIC PNT,B,F,40,true,POINT (-94.50038 38.91725),35-44
KC24081488,10/29/2024,23:07,10/29/2024,23:07,,,Assault (Aggravated),13A,Aggravated Assault,543,11400  PALMER AVE,KANSAS CITY,64134,PJ7177,SPD,false,VIC,B,F,,true,POINT (-94.50038 38.91725),
KC24081488,10/29/2024,23:07,10/29/2024,23:07,,,Assault (Aggravated),13A,Aggravated Assault,543,11400  PALMER AVE,KANSAS CITY,64134,PJ7177,SPD,false,SUS,U,U,,true,POINT (-94.50038 38.91725),
KC24081488,10/29/2024,23:07,10/29/2024,23:07,,,Assault (Aggravated),13A,Aggravated Assault,543,11400  PALMER AVE,KANSAS CITY,64134,PJ7177,SPD,false,VIC,B,F,,true,POINT (-94.50038 38.91725),
KC24081488,10/29/2024,23:07,10/29/2024,23:07,,,Assault (Aggravated),13A,Aggravated Assault,543,11400  PALMER AVE,KANSAS CITY,64134,PJ7177,SPD,false,VIC,B,M,,true,POINT (-94.50038 38.91725),
KC24081490,10/29/2024,22:40,10/29/2024,22:40,,,Assault (Aggravated),13A,Aggravated Assault,213,7600  E 68TH ST,KANSAS CITY,64133,PJ5272,MPD,false,VIC,W,M,77,true,POINT (-94.49842 39.00112),75+
KC24081490,10/29/2024,22:40,10/29/2024,22:40,,,Assault (Aggravated),13A,Aggravated Assault,213,7600  E 68TH ST,KANSAS CITY,64133,PJ5272,MPD,false,SUS,W,F,25,true,POINT (-94.49842 39.00112),25-34
KC24081468,10/29/2024,21:28,10/29/2024,21:28,,,Possession of Stolen Property,520,Weapon Law Violations,544,E 97TH TER and WALLACE AVE,KANSAS CITY,64134,PJ6592,SPD,false,ARR CHA SUS,B,M,20,true,POINT (-94.49098 38.94761),18-24
KC24081443,10/29/2024,19:07,10/29/2024,19:07,,,Harassment / Intimidation - Domestic Violence,13C,Intimidation,241,6600  PROSPECT AVE,KANSAS CITY,64132,PJ5124,MPD,false,ARR SUS CHA,B,M,34,true,POINT (-94.55646 39.00707),25-34
KC24081443,10/29/2024,19:07,10/29/2024,19:07,,,Harassment / Intimidation - Domestic Violence,13C,Intimidation,241,6600  PROSPECT AVE,KANSAS CITY,64132,PJ5124,MPD,false,VIC,B,F,34,true,POINT (-94.55646 39.00707),25-34
KC24081430,10/29/2024,18:02,10/29/2024,18:02,,,Assault (Aggravated),13A,Aggravated Assault,321,3500  E 12TH ST,KANSAS CITY,64127,PJ1190,EPD,false,CMP VIC,W,F,40,true,POINT (-94.54077 39.09847),35-44
KC24081430,10/29/2024,18:02,10/29/2024,18:02,,,Assault (Aggravated),13A,Aggravated Assault,321,3500  E 12TH ST,KANSAS CITY,64127,PJ1190,EPD,false,VIC,W,F,,true,POINT (-94.54077 39.09847),
KC24081430,10/29/2024,18:02,10/29/2024,18:02,,,Assault (Aggravated),13A,Aggravated Assault,321,3500  E 12TH ST,KANSAS CITY,64127,PJ1190,EPD,false,SUS,W,M,,true,POINT (-94.54077 39.09847),
KC24081394,10/29/2024,16:09,10/29/2024,16:09,,,Assault (Aggravated),13A,Aggravated Assault,111,800  PENNSYLVANIA AVE,KANSAS CITY,64105,PJ0740,CPD,false,VIC,W,F,34,true,POINT (-94.59092 39.10466),25-34
KC24081394,10/29/2024,16:09,10/29/2024,16:09,,,Assault (Aggravated),13A,Aggravated Assault,111,800  PENNSYLVANIA AVE,KANSAS CITY,64105,PJ0740,CPD,false,VIC,W,M,54,true,POINT (-94.59092 39.10466),45-54
KC24081358,10/29/2024,13:45,10/29/2024,13:45,10/29/2024,16:11,Robbery (Business),120,Robbery,133,900  WESTPORT RD,KANSAS CITY,64111,PJ3351,CPD,false,VIC WIT,W,M,22,true,POINT (-94.59682 39.05072),18-24
KC24081358,10/29/2024,13:45,10/29/2024,13:45,10/29/2024,16:11,Robbery (Business),120,Robbery,133,900  WESTPORT RD,KANSAS CITY,64111,PJ3351,CPD,false,VIC,,,,true,POINT (-94.59682 39.05072),
KC24081358,10/29/2024,13:45,10/29/2024,13:45,10/29/2024,16:11,Robbery (Business),120,Robbery,133,900  WESTPORT RD,KANSAS CITY,64111,PJ3351,CPD,false,ARR CHA SUS,B,M,25,true,POINT (-94.59682 39.05072),25-34
KC24081281,10/29/2024,10:18,10/29/2024,10:18,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,345,11600  E 59TH TER,KANSAS CITY,64133,PJ4896,EPD,true,VIC,B,F,34,true,POINT (-94.44361 39.01429),25-34
KC24081281,10/29/2024,10:18,10/29/2024,10:18,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,345,11600  E 59TH TER,KANSAS CITY,64133,PJ4896,EPD,true,VIC,B,F,34,true,POINT (-94.44361 39.01429),25-34
KC24081281,10/29/2024,10:18,10/29/2024,10:18,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,345,11600  E 59TH TER,KANSAS CITY,64133,PJ4896,EPD,true,SUS,B,M,44,true,POINT (-94.44361 39.01429),35-44
KC24081253,10/29/2024,08:33,10/29/2024,08:33,,,Assault (Aggravated),13A,Aggravated Assault,132,3700  BROADWAY BLVD,KANSAS CITY,64111,PJ2968,CPD,false,VIC,W,M,47,true,POINT (-94.59119 39.06043),45-54
KC24081253,10/29/2024,08:33,10/29/2024,08:33,,,Assault (Aggravated),13A,Aggravated Assault,132,3700  BROADWAY BLVD,KANSAS CITY,64111,PJ2968,CPD,false,ARR CHA SUS,B,M,25,true,POINT (-94.59119 39.06043),25-34
KC24081200,10/28/2024,23:59,10/28/2024,23:59,,,Assault (Aggravated),13A,Aggravated Assault,141,E ARMOUR BLVD and HARRISON BLVD,KANSAS CITY,64129,PJ2776,CPD,false,VIC,W,M,22,true,POINT (-94.57291 39.06329),18-24
KC24081200,10/28/2024,23:59,10/28/2024,23:59,,,Assault (Aggravated),13A,Aggravated Assault,141,E ARMOUR BLVD and HARRISON BLVD,KANSAS CITY,64129,PJ2776,CPD,false,VIC,W,F,21,true,POINT (-94.57291 39.06329),18-24
KC24081200,10/28/2024,23:59,10/28/2024,23:59,,,Assault (Aggravated),13A,Aggravated Assault,141,E ARMOUR BLVD and HARRISON BLVD,KANSAS CITY,64129,PJ2776,CPD,false,VIC,W,F,,true,POINT (-94.57291 39.06329),
KC24081200,10/28/2024,23:59,10/28/2024,23:59,,,Assault (Aggravated),13A,Aggravated Assault,141,E ARMOUR BLVD and HARRISON BLVD,KANSAS CITY,64129,PJ2776,CPD,false,VIC,W,M,54,true,POINT (-94.57291 39.06329),45-54
KC24081200,10/28/2024,23:59,10/28/2024,23:59,,,Assault (Aggravated),13A,Aggravated Assault,141,E ARMOUR BLVD and HARRISON BLVD,KANSAS CITY,64129,PJ2776,CPD,false,VIC,B,M,47,true,POINT (-94.57291 39.06329),45-54
KC24081200,10/28/2024,23:59,10/28/2024,23:59,,,Assault (Aggravated),13A,Aggravated Assault,141,E ARMOUR BLVD and HARRISON BLVD,KANSAS CITY,64129,PJ2776,CPD,false,VIC,B,F,51,true,POINT (-94.57291 39.06329),45-54
KC24081186,10/28/2024,22:20,10/28/2024,22:20,,,Assault (Aggravated),13A,Aggravated Assault,534,11500  HICKMAN MILLS DR,KANSAS CITY,64134,PJ7216,SPD,false,VIC,,,,true,POINT (-94.52411 38.91576),
KC24081186,10/28/2024,22:20,10/28/2024,22:20,,,Assault (Aggravated),13A,Aggravated Assault,534,11500  HICKMAN MILLS DR,KANSAS CITY,64134,PJ7216,SPD,false,VIC,B,M,55,true,POINT (-94.52411 38.91576),55-64
KC24081186,10/28/2024,22:20,10/28/2024,22:20,,,Assault (Aggravated),13A,Aggravated Assault,534,11500  HICKMAN MILLS DR,KANSAS CITY,64134,PJ7216,SPD,false,VIC,B,F,53,true,POINT (-94.52411 38.91576),45-54
KC24081160,10/28/2024,20:30,10/28/2024,20:30,,,Assault (Aggravated),13A,Aggravated Assault,123,E 25TH ST and VINE ST,KANSAS CITY,64108,PJ1984,CPD,false,SUS,W,M,30,true,POINT (-94.56386 39.08107),25-34
KC24081160,10/28/2024,20:30,10/28/2024,20:30,,,Assault (Aggravated),13A,Aggravated Assault,123,E 25TH ST and VINE ST,KANSAS CITY,64108,PJ1984,CPD,false,VIC,W,M,45,true,POINT (-94.56386 39.08107),45-54
KC24081164,10/28/2024,20:20,10/28/2024,20:20,,,City Weapons Offense,520,Weapon Law Violations,533,200  W 100TH TER,KANSAS CITY,,,SPD,false,ARR CHA SUS,W,M,37,true,POINT (-94.59227 38.94523),35-44
KC24081152,10/28/2024,19:09,10/28/2024,19:09,,,City Weapons Offense,520,Weapon Law Violations,333,4200  MONROE AVE,KANSAS CITY,64130,PJ3411,EPD,false,VIC,W,M,,true,POINT (-94.54135 39.04946),
KC24081152,10/28/2024,19:09,10/28/2024,19:09,,,City Weapons Offense,520,Weapon Law Violations,333,4200  MONROE AVE,KANSAS CITY,64130,PJ3411,EPD,false,SUS,W,M,,true,POINT (-94.54135 39.04946),
KC24081143,10/28/2024,18:15,10/28/2024,18:15,,,Robbery (Residential),120,Robbery,343,2900  JACKSON AVE,KANSAS CITY,64128,PJ2437,EPD,false,ARR CHA SUS,W,M,21,true,POINT (-94.53433 39.07226),18-24
KC24081143,10/28/2024,18:15,10/28/2024,18:15,,,Robbery (Residential),120,Robbery,343,2900  JACKSON AVE,KANSAS CITY,64128,PJ2437,EPD,false,ARR CHA SUS,W,F,22,true,POINT (-94.53433 39.07226),18-24
KC24081143,10/28/2024,18:15,10/28/2024,18:15,,,Robbery (Residential),120,Robbery,343,2900  JACKSON AVE,KANSAS CITY,64128,PJ2437,EPD,false,VIC,U,M,45,true,POINT (-94.53433 39.07226),45-54
KC24081137,10/28/2024,18:11,10/28/2024,18:11,,,Domestic Violence Assault (Non-Aggravated),13A,Aggravated Assault,242,8000  BELLEFONTAINE AVE,KANSAS CITY,64132,PJ5933,MPD,true,ARR CHA SUS,W,M,38,true,POINT (-94.55196 38.98022),35-44
KC24081137,10/28/2024,18:11,10/28/2024,18:11,,,Domestic Violence Assault (Non-Aggravated),13A,Aggravated Assault,242,8000  BELLEFONTAINE AVE,KANSAS CITY,64132,PJ5933,MPD,true,VIC,B,F,43,true,POINT (-94.55196 38.98022),35-44
KC24081126,10/28/2024,17:44,10/28/2024,17:44,,,Assault (Aggravated),13A,Aggravated Assault,321,2200  LISTER AVE,KANSAS CITY,64127,,EPD,false,VIC,B,F,31,true,POINT (-94.52751 39.0852),25-34
KC24081126,10/28/2024,17:44,10/28/2024,17:44,,,Assault (Aggravated),13A,Aggravated Assault,321,2200  LISTER AVE,KANSAS CITY,64127,,EPD,false,VIC,B,F,,true,POINT (-94.52751 39.0852),
KC24081126,10/28/2024,17:44,10/28/2024,17:44,,,Assault (Aggravated),13A,Aggravated Assault,321,2200  LISTER AVE,KANSAS CITY,64127,,EPD,false,ARR CHA SUS,B,M,,true,POINT (-94.52751 39.0852),
KC24081126,10/28/2024,17:44,10/28/2024,17:44,,,Assault (Aggravated),13A,Aggravated Assault,321,2200  LISTER AVE,KANSAS CITY,64127,,EPD,false,VIC,B,M,,true,POINT (-94.52751 39.0852),
KC24081126,10/28/2024,17:44,10/28/2024,17:44,,,Assault (Aggravated),13A,Aggravated Assault,321,2200  LISTER AVE,KANSAS CITY,64127,,EPD,false,VIC,B,F,,true,POINT (-94.52751 39.0852),
KC24081126,10/28/2024,17:44,10/28/2024,17:44,,,Assault (Aggravated),13A,Aggravated Assault,321,2200  LISTER AVE,KANSAS CITY,64127,,EPD,false,VIC,B,M,,true,POINT (-94.52751 39.0852),
KC24081071,10/28/2024,14:10,10/28/2024,14:10,,,Outside Correspondence,100,Kidnapping / Abduction,311,1000  N AGNES AVE,KANSAS CITY,64120,PJ0075,EPD,false,VIC,W,F,30,true,POINT (-94.54558 39.12612),25-34
KC24081071,10/28/2024,14:10,10/28/2024,14:10,,,Outside Correspondence,100,Kidnapping / Abduction,311,1000  N AGNES AVE,KANSAS CITY,64120,PJ0075,EPD,false,ARR INA SUS CHA,W,M,22,true,POINT (-94.54558 39.12612),18-24
KC24081007,10/28/2024,10:01,10/28/2024,10:01,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,341,2000  WHEELING AVE,KANSAS CITY,64126,PJ1791,EPD,true,ARR CHA SUS,B,M,21,true,POINT (-94.51101 39.08686),18-24
KC24081007,10/28/2024,10:01,10/28/2024,10:01,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,341,2000  WHEELING AVE,KANSAS CITY,64126,PJ1791,EPD,true,VIC,B,F,20,true,POINT (-94.51101 39.08686),18-24
KC24080958,10/28/2024,01:00,10/28/2024,01:00,10/28/2024,02:40,Robbery (Armed Street),120,Robbery,414,NW 64TH ST and N I 29 HWY N,KANSAS CITY,64151,PP0587,NPD,false,SUS,U,M,,true,,
KC24080958,10/28/2024,01:00,10/28/2024,01:00,10/28/2024,02:40,Robbery (Armed Street),120,Robbery,414,NW 64TH ST and N I 29 HWY N,KANSAS CITY,64151,PP0587,NPD,false,VIC,W,F,31,true,,25-34
KC24080958,10/28/2024,01:00,10/28/2024,01:00,10/28/2024,02:40,Robbery (Armed Street),120,Robbery,414,NW 64TH ST and N I 29 HWY N,KANSAS CITY,64151,PP0587,NPD,false,VIC,B,M,28,true,,25-34
KC24080931,10/27/2024,23:20,10/27/2024,23:20,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,111,700  WYOMING ST,KANSAS CITY,64101,PJ0582,CPD,false,VIC VOD SWM,W,M,35,true,POINT (-94.60439 39.10684),35-44
KC24080931,10/27/2024,23:20,10/27/2024,23:20,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,111,700  WYOMING ST,KANSAS CITY,64101,PJ0582,CPD,false,VIC VOD SWM,W,M,43,true,POINT (-94.60439 39.10684),35-44
KC24080931,10/27/2024,23:20,10/27/2024,23:20,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,111,700  WYOMING ST,KANSAS CITY,64101,PJ0582,CPD,false,VIC VOD SWM,W,M,43,true,POINT (-94.60439 39.10684),35-44
KC24080931,10/27/2024,23:20,10/27/2024,23:20,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,111,700  WYOMING ST,KANSAS CITY,64101,PJ0582,CPD,false,SUS,U,U,,true,POINT (-94.60439 39.10684),
KC24080922,10/27/2024,21:41,10/26/2024,21:41,,,Assault (Aggravated),13A,Aggravated Assault,113,W 12TH ST and BROADWAY BLVD,KANSAS CITY,64105,PJ1076,CPD,false,SUS,W,M,,true,POINT (-94.58846 39.10011),
KC24080922,10/27/2024,21:41,10/26/2024,21:41,,,Assault (Aggravated),13A,Aggravated Assault,113,W 12TH ST and BROADWAY BLVD,KANSAS CITY,64105,PJ1076,CPD,false,VIC,B,F,28,true,POINT (-94.58846 39.10011),25-34
KC24080923,10/27/2024,21:57,10/27/2024,21:57,,,Assault (Aggravated),13A,Aggravated Assault,344,BLUE BANKS AVE and COLORADO AVE,KANSAS CITY,64130,PJ3959,EPD,false,VIC,W,M,28,true,POINT (-94.52328 39.03745),25-34
KC24080923,10/27/2024,21:57,10/27/2024,21:57,,,Assault (Aggravated),13A,Aggravated Assault,344,BLUE BANKS AVE and COLORADO AVE,KANSAS CITY,64130,PJ3959,EPD,false,VIC,W,M,25,true,POINT (-94.52328 39.03745),25-34
KC24080910,10/27/2024,19:51,10/27/2024,19:51,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,243,8600  DRURY AVE,KANSAS CITY,64132,PJ6199,MPD,true,VIC,B,F,,true,POINT (-94.52512 38.96947),
KC24080910,10/27/2024,19:51,10/27/2024,19:51,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,243,8600  DRURY AVE,KANSAS CITY,64132,PJ6199,MPD,true,SUS,B,M,27,true,POINT (-94.52512 38.96947),25-34
KC24080910,10/27/2024,19:51,10/27/2024,19:51,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,243,8600  DRURY AVE,KANSAS CITY,64132,PJ6199,MPD,true,VIC,B,F,24,true,POINT (-94.52512 38.96947),18-24
KC24080908,10/27/2024,19:24,10/27/2024,19:24,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,311,100  N LAWN AVE,KANSAS CITY,64123,PJ0279,EPD,true,SUS,B,M,46,true,POINT (-94.52678 39.11288),45-54
KC24080908,10/27/2024,19:24,10/27/2024,19:24,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,311,100  N LAWN AVE,KANSAS CITY,64123,PJ0279,EPD,true,VIC,B,F,,true,POINT (-94.52678 39.11288),
KC24080908,10/27/2024,19:24,10/27/2024,19:24,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,311,100  N LAWN AVE,KANSAS CITY,64123,PJ0279,EPD,true,VIC,B,F,45,true,POINT (-94.52678 39.11288),45-54
KC24080908,10/27/2024,19:24,10/27/2024,19:24,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,311,100  N LAWN AVE,KANSAS CITY,64123,PJ0279,EPD,true,VIC,B,F,27,true,POINT (-94.52678 39.11288),25-34
KC24080908,10/27/2024,19:24,10/27/2024,19:24,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,311,100  N LAWN AVE,KANSAS CITY,64123,PJ0279,EPD,true,VIC,B,M,,true,POINT (-94.52678 39.11288),
KC24080908,10/27/2024,19:24,10/27/2024,19:24,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,311,100  N LAWN AVE,KANSAS CITY,64123,PJ0279,EPD,true,VIC,B,F,26,true,POINT (-94.52678 39.11288),25-34
KC24080908,10/27/2024,19:24,10/27/2024,19:24,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,311,100  N LAWN AVE,KANSAS CITY,64123,PJ0279,EPD,true,VIC,B,F,,true,POINT (-94.52678 39.11288),
KC24080902,10/27/2024,19:10,10/27/2024,19:10,,,Assault (Aggravated),13A,Aggravated Assault,333,3800  BALES AVE,KANSAS CITY,64130,PJ3120,EPD,false,SUS,W,M,,true,POINT (-94.54314 39.05675),
KC24080902,10/27/2024,19:10,10/27/2024,19:10,,,Assault (Aggravated),13A,Aggravated Assault,333,3800  BALES AVE,KANSAS CITY,64130,PJ3120,EPD,false,VIC,B,M,37,true,POINT (-94.54314 39.05675),35-44
KC24080883,10/27/2024,16:10,10/27/2024,16:10,,,Robbery (Business),120,Robbery,224,1200  E 63RD ST,KANSAS CITY,64110,PJ4882,MPD,false,VIC,B,M,47,true,POINT (-94.57329 39.01321),45-54
KC24080883,10/27/2024,16:10,10/27/2024,16:10,,,Robbery (Business),120,Robbery,224,1200  E 63RD ST,KANSAS CITY,64110,PJ4882,MPD,false,SUS,B,M,,true,POINT (-94.57329 39.01321),
KC24080883,10/27/2024,16:10,10/27/2024,16:10,,,Robbery (Business),120,Robbery,224,1200  E 63RD ST,KANSAS CITY,64110,PJ4882,MPD,false,VIC,B,M,23,true,POINT (-94.57329 39.01321),18-24
KC24080883,10/27/2024,16:10,10/27/2024,16:10,,,Robbery (Business),120,Robbery,224,1200  E 63RD ST,KANSAS CITY,64110,PJ4882,MPD,false,VIC,,,,true,POINT (-94.57329 39.01321),
